name,Span,Mat,Inns,NO,Runs,HS,SR,Hundreds,Fifties,Ducks,Country
SG Law,1994-1999,54,51,5,1237,110,75.28,1,7,3,Australia
RW Marsh,1971-1984,92,76,15,1225,66,82.26,0,4,7,Australia
TM Moody,1987-1999,76,64,12,1211,89,69.31,0,10,6,Australia
B Lee,2000-2012,221,110,44,1176,59,83.58,0,3,16,Australia
SK Warne,1993-2003,193,106,28,1016,55,72,0,1,10,Australia
MJ Slater,1993-1997,42,42,1,987,73,60.4,0,9,3,Australia
GM Ritchie,1982-1987,44,42,7,959,84,64.84,0,6,2,Australia
AC Voges,2007-2013,31,28,9,870,112*,87.17,1,4,0,Australia
SB Smith,1983-1985,28,24,2,861,117,65.27,2,8,1,Australia
WB Phillips,1982-1986,48,41,6,852,75*,85.71,0,6,1,Australia
MG Johnson,2005-2014,136,79,27,829,73*,92.11,0,2,5,Australia
DW Hookes,1977-1986,39,36,2,826,76,72.07,0,5,3,Australia
GN Yallop,1978-1984,30,27,6,823,66*,63.89,0,7,1,Australia
MS Wade,2012-2014,42,38,2,792,75,68.92,0,4,4,Australia
GB Hogg,1996-2008,123,65,26,790,71*,78.68,0,2,9,Australia
AJ Finch,2013-2014,23,22,0,772,148,92.34,3,2,2,Australia
J Dyson,1980-1983,29,27,4,755,79,48.61,0,4,1,Australia
TD Paine,2009-2011,26,26,1,737,111,68.87,1,5,1,Australia
IJ Harvey,1997-2004,73,51,11,715,48*,88.16,0,0,2,Australia
IM Chappell,1971-1980,16,16,2,673,86,77,0,8,0,Australia
CJ Ferguson,2009-2011,30,25,9,663,71*,85.32,0,5,0,Australia
PJ Hughes,2013-2013,20,19,1,660,138*,74.57,2,2,1,Australia
GJ Maxwell,2012-2014,24,23,5,621,92,124.2,0,6,1,Australia
GRJ Matthews,1984-1993,59,50,13,619,54,67.94,0,1,5,Australia
BM Laird,1979-1982,23,23,3,594,117*,53.75,1,2,0,Australia
BJ Hodge,2005-2007,25,21,2,575,123,87.51,1,3,3,Australia
GS Blewett,1995-1999,32,30,3,551,57*,61.97,0,2,3,Australia
KD Walters,1971-1981,28,24,6,513,59,70.08,0,2,1,Australia
JP Faulkner,2013-2014,24,16,5,506,116,116.58,1,3,0,Australia
PR Reiffel,1992-1999,92,57,21,503,58,70.94,0,1,5,Australia
MRJ Veletta,1987-1989,20,19,4,484,68*,75.38,0,2,2,Australia
S Lee,1995-2001,45,35,8,477,47,95.4,0,0,3,Australia
AJ Bichel,1997-2004,67,36,13,471,64,78.5,0,1,5,Australia
JP Maher,1998-2003,26,20,3,438,95,65.08,0,1,1,Australia
PL Taylor,1987-1992,83,47,25,437,54*,74.95,0,1,4,Australia
CJ McDermott,1985-1996,138,78,17,432,37,87.8,0,0,15,Australia
SPD Smith,2010-2014,34,23,4,399,46*,87.88,0,0,2,Australia
DM Wellham,1981-1987,17,17,2,379,97,54.22,0,1,0,Australia
GF Lawson,1980-1989,79,52,18,378,33*,75.6,0,0,9,Australia
PJ Forrest,2012-2012,15,14,0,368,104,65.59,1,3,2,Australia
WM Darling,1978-1982,18,18,1,363,74,53.46,0,1,0,Australia
NM Hauritz,2002-2011,58,32,17,336,53*,96.27,0,1,0,Australia
RB McCosker,1975-1982,14,14,0,320,95,51.36,0,2,2,Australia
JN Gillespie,1996-2005,97,39,16,289,44*,78.53,0,0,8,Australia
DT Christian,2012-2014,19,18,5,273,39,88.92,0,0,0,Australia
R Edwards,1972-1975,9,8,1,255,80*,73.06,0,3,1,Australia
A Turner,1975-1975,6,6,0,247,101,79.93,1,0,0,Australia
MJ Di Venuto,1997-1997,9,9,0,241,281,85.76,0,2,0,Australia
DK Lillee,1972-1983,63,34,8,240,42*,75,0,0,6,Australia
TM Chappell,1980-1983,20,13,0,229,110,62.73,1,0,2,Australia
AMJ Hilditch,1979-1985,8,8,0,226,72,47.47,0,1,0,Australia
BP Julian,1993-1999,25,17,0,224,35,89.6,0,0,4,Australia
KR Stackpole,1971-1974,6,6,0,224,61,57.88,0,3,0,Australia
NW Bracken,2001-2009,116,35,18,199,21*,70.56,0,0,5,Australia
CJ McKay,2009-2014,59,31,10,190,30,56.37,0,0,3,Australia
JR Thomson,1975-1985,50,30,6,181,21,64.64,0,0,5,Australia
GC Dyer,1986-1988,23,13,2,174,45*,76.65,0,0,1,Australia
JL Langer,1994-1997,8,7,2,160,36,88.88,0,0,0,Australia
GJ Cosier,1975-1979,9,7,2,154,84,92.77,0,1,1,Australia
DW Fleming,1994-2001,88,31,18,152,29,68.77,0,0,5,Australia
JM Wiener,1979-1980,7,7,0,140,50,43.2,0,1,0,Australia
KH MacLeay,1983-1987,16,13,2,139,41,81.76,0,0,0,Australia
RM Hogg,1979-1985,71,35,20,137,22,63.13,0,0,2,Australia
TJ Zoehrer,1986-1994,22,15,3,130,50,71.03,0,1,2,Australia
PA Jaques,2006-2007,6,6,0,125,94,71.02,0,1,1,Australia
AIC Dodemaide,1988-1993,24,16,7,124,30,77.98,0,0,1,Australia
MA Starc,2010-2013,19,7,4,122,52*,100.82,0,1,0,Australia
GD McGrath,1993-2007,249,67,38,115,11,48.93,0,0,13,Australia
MJ Cosgrove,2006-2006,3,3,0,112,74,96.55,0,1,0,Australia
TJ Laughlin,1978-1979,6,5,1,105,74,65.62,0,1,0,Australia
PM Toohey,1978-1979,5,4,2,105,54*,78.94,0,1,0,Australia
XJ Doherty,2010-2014,54,21,14,100,15*,54.94,0,0,2,Australia
MG Hughes,1988-1993,33,17,8,100,20,74.62,0,0,3,Australia
RB Kerr,1985-1985,4,4,1,97,87*,61,0,1,0,Australia
JW Hastings,2010-2011,11,9,4,82,21*,105.12,0,0,1,Australia
RD Robinson,1977-1977,2,2,0,82,70,57.34,0,1,0,Australia
MHN Walker,1974-1981,17,11,3,79,20,46.47,0,0,1,Australia
AC Dale,1997-2000,30,12,8,78,15*,57.35,0,0,1,Australia
MF Kent,1981-1981,5,5,1,78,33,58.64,0,0,0,Australia
L Ronchi,2008-2008,4,2,0,76,64,205.4,0,1,0,Australia
AP Sheahan,1972-1972,3,3,0,75,50,60.48,0,1,0,Australia
MS Kasprowicz,1995-2005,43,13,9,74,28*,83.14,0,0,2,Australia
CS Serjeant,1977-1978,3,3,0,73,46,46.2,0,0,0,Australia
TG Hogan,1983-1984,16,12,4,72,27,75.78,0,0,1,Australia
SR Clark,2005-2009,39,12,7,69,16*,78.4,0,0,1,Australia
RJ Bright,1974-1986,11,8,4,66,19*,54.09,0,0,1,Australia
B Yardley,1978-1983,7,4,0,58,28,59.18,0,0,1,Australia
RJ Campbell,2002-2002,2,2,0,54,38,77.14,0,0,0,Australia
AJ Woodcock,1974-1974,1,1,0,53,53,79.1,0,1,0,Australia
DE Bollinger,2009-2011,39,8,2,50,30,92.59,0,0,1,Australia
NM Coulter-Nile,2013-2014,7,5,2,49,16,76.56,0,0,0,Australia
BA Reid,1986-1992,61,21,8,49,10,41.88,0,0,1,Australia
RJ Harris,2009-2012,21,13,7,48,21,100,0,0,0,Australia
IR Redpath,1971-1975,5,5,0,46,24,68.65,0,0,1,Australia
GR Robertson,1994-1998,13,7,4,45,15,81.81,0,0,0,Australia
GJ Gilmour,1974-1975,5,2,1,42,28*,107.69,0,0,0,Australia
JN Maguire,1983-1984,23,11,5,42,14*,59.15,0,0,1,Australia
JL Pattinson,2011-2014,13,7,3,40,13,55.55,0,0,0,Australia
SJ Rixon,1978-1985,6,6,3,40,20*,40.81,0,0,1,Australia
MR Whitney,1983-1993,38,13,7,40,9*,44.44,0,0,1,Australia
DR Gilbert,1986-1986,14,8,3,39,8,38.23,0,0,0,Australia
MR Marsh,2011-2013,4,4,1,39,22,70.9,0,0,0,Australia
TBA May,1987-1995,47,12,8,39,15,75,0,0,0,Australia
LS Pascoe,1977-1982,29,11,7,39,15*,38.23,0,0,2,Australia
MF Malone,1977-1982,10,7,3,36,15*,57.14,0,0,0,Australia
RB Simpson,1978-1978,2,2,0,36,23,67.92,0,0,0,Australia
G Dymock,1974-1980,15,7,4,35,14*,42.68,0,0,1,Australia
CG Rackemann,1983-1991,52,18,6,34,9*,44.15,0,0,6,Australia
RJ McCurdy,1985-1985,11,6,2,33,13*,46.47,0,0,1,Australia
TM Alderman,1981-1991,65,18,6,32,9*,32.98,0,0,6,Australia
MC Henriques,2009-2013,5,5,1,32,12,61.53,0,0,0,Australia
JD Siddons,1988-1988,1,1,0,32,32,86.48,0,0,0,Australia
RD Woolley,1983-1983,4,3,2,31,16,81.57,0,0,0,Australia
BE Young,1998-1999,6,3,1,31,18,65.95,0,0,0,Australia
BW Hilfenhaus,2007-2012,25,11,8,29,16,42.02,0,0,0,Australia
KJ Wright,1979-1979,5,2,0,29,23,55.76,0,0,0,Australia
BCJ Cutting,2013-2013,3,1,0,27,27,60,0,0,0,Australia
WM Lawry,1971-1971,1,1,0,27,27,55.1,0,0,0,Australia
BA Williams,2002-2004,25,6,4,27,13*,58.69,0,0,2,Australia
SW Tait,2007-2011,35,7,5,25,11,86.2,0,0,1,Australia
SF Graf,1980-1981,11,6,0,24,8,48,0,0,1,Australia
PJ Cummins,2011-2012,5,3,2,21,11*,95.45,0,0,0,Australia
PM Siddle,2009-2010,17,4,2,21,9*,116.66,0,0,0,Australia
SP Davis,1986-1988,39,11,7,20,6,58.82,0,0,1,Australia
RAL Massie,1972-1972,3,1,1,16,16*,66.66,0,0,0,Australia
KJ O'Keeffe,1977-1977,2,2,1,16,16*,42.1,0,0,1,Australia
JR Hammond,1972-1972,1,1,1,15,15*,53.57,0,0,0,Australia
UT Khawaja,2013-2013,3,3,1,14,8*,35,0,0,0,Australia
AA Mallett,1971-1975,9,3,1,14,8,38.88,0,0,1,Australia
GA Bishop,1987-1987,2,2,0,13,7,29.54,0,0,0,Australia
JJ Krejza,2011-2011,8,2,1,13,7,56.52,0,0,0,Australia
IC Davis,1974-1977,3,3,1,12,11*,34.28,0,0,1,Australia
TJ Jenner,1975-1975,1,1,0,12,12,48,0,0,0,Australia
PH Carlson,1979-1979,4,2,0,11,11,36.66,0,0,1,Australia
PA Emery,1994-1994,1,1,1,11,11*,84.61,0,0,0,Australia
JA Maclean,1979-1979,2,1,0,11,11,33.33,0,0,0,Australia
GD Watson,1972-1972,2,2,1,11,11*,68.75,0,0,1,Australia
B Geeves,2008-2009,2,2,2,10,10*,90.9,0,0,0,Australia
AK Zesers,1987-1987,2,2,2,10,8*,71.42,0,0,0,Australia
MJ Bennett,1984-1985,8,4,1,9,6*,42.85,0,0,2,Australia
AG Hurst,1975-1979,8,4,4,7,3*,36.84,0,0,0,Australia
GA Manou,2009-2009,4,1,0,7,7,116.66,0,0,0,Australia
JK Moss,1979-1979,1,1,0,7,7,43.75,0,0,0,Australia
IW Callen,1978-1982,5,3,2,6,3*,46.15,0,0,1,Australia
GD Campbell,1989-1990,12,3,1,6,4*,31.57,0,0,1,Australia
MJ North,2009-2009,2,2,0,6,5,31.57,0,0,0,Australia
Fawad Ahmed,2013-2013,3,1,1,4,4*,200,0,0,0,Australia
ML Lewis,2005-2006,7,1,1,4,4*,100,0,0,0,Australia
NM Lyon,2012-2012,2,2,1,4,4*,66.66,0,0,1,Australia
GS Trimble,1986-1986,2,2,1,4,4,80,0,0,0,Australia
P Wilson,1997-1998,11,5,2,4,2,30.76,0,0,2,Australia
GD Porter,1979-1979,2,1,0,3,3,33.33,0,0,0,Australia
DJ Cullen,2006-2006,5,1,1,2,2*,66.66,0,0,0,Australia
BR Dorey,2006-2006,4,1,0,2,2,25,0,0,0,Australia
WJ Edwards,1975-1975,1,1,0,2,2,14.28,0,0,0,Australia
DF Whatmore,1980-1980,1,1,0,2,2,33.33,0,0,0,Australia
MTG Elliott,1997-1997,1,1,0,1,1,16.66,0,0,0,Australia
B Laughlin,2009-2009,5,1,1,1,1*,11.11,0,0,0,Australia
SCG MacGill,2000-2000,3,2,1,1,1,33.33,0,0,0,Australia
DP Nannes,2009-2009,1,1,0,1,1,50,0,0,0,Australia
AM Stuart,1997-1997,3,1,0,1,1,14.28,0,0,0,Australia
J Angel,1994-1995,3,1,0,0,0,0,0,0,1,Australia
SM Harwood,2009-2009,1,1,0,0,0,0,0,0,1,Australia
KW Richardson,2013-2013,1,1,0,0,0,0,0,0,1,Australia
GR Beard,1981-1981,2,0,0,0,0,0,0,0,0,Australia
WM Clark,1978-1978,2,0,0,0,0,0,0,0,0,Australia
DJ Colley,1972-1972,1,0,0,0,0,0,0,0,0,Australia
AN Connolly,1971-1971,1,0,0,0,0,0,0,0,0,Australia
JR Hazlewood,2010-2013,2,0,0,0,0,0,0,0,0,Australia
BC Lara,1990-2007,295,285,32,10348,169,79.62,19,62,14,West Indies
S Chanderpaul,1994-2011,268,251,40,8778,150,70.74,11,59,6,West Indies
CH Gayle,1999-2013,252,247,17,8688,153*,84.17,21,44,21,West Indies
DL Haynes,1978-1994,238,237,28,8648,152*,63.09,17,57,13,West Indies
IVA Richards,1975-1991,187,167,24,6721,189*,90.2,11,45,7,West Indies
RB Richardson,1983-1996,224,217,30,6248,122,63.74,5,44,8,West Indies
RR Sarwan,2000-2013,181,169,33,5804,120*,75.74,5,38,8,West Indies
CL Hooper,1987-2003,227,206,43,5761,113*,76.63,7,29,7,West Indies
CG Greenidge,1975-1991,128,127,13,5134,133*,64.92,11,31,3,West Indies
MN Samuels,2000-2014,159,149,23,3951,126,72.89,5,23,8,West Indies
PV Simmons,1987-1999,143,138,11,3675,122,67.96,5,18,14,West Indies
DJ Bravo,2004-2014,158,135,23,2927,112*,82.49,2,10,10,West Indies
WW Hinds,1999-2010,119,111,10,2880,127*,65.55,5,14,8,West Indies
AL Logie,1981-1993,158,133,36,2809,109*,73.9,1,14,13,West Indies
SL Campbell,1994-2001,90,87,0,2283,105,59.25,2,14,9,West Indies
JC Adams,1992-2001,127,105,28,2204,82,60.98,0,14,7,West Indies
RL Powell,1999-2005,109,100,16,2085,124,96.66,1,8,8,West Indies
CH Lloyd,1973-1985,87,69,19,1977,102,81.22,1,11,1,West Indies
PJL Dujon,1981-1991,169,120,36,1945,82*,67.51,0,6,8,West Indies
KLT Arthurton,1988-1999,105,93,20,1904,84,67.46,0,9,12,West Indies
DM Bravo,2009-2014,73,70,9,1893,100*,69.9,1,15,6,West Indies
KA Pollard,2007-2013,85,79,4,1869,119,93.54,3,6,11,West Indies
RD Jacobs,1996-2004,147,112,32,1865,80*,70.06,0,9,11,West Indies
LMP Simmons,2006-2014,58,57,3,1739,122,71.44,1,15,7,West Indies
SC Williams,1994-1999,57,55,6,1586,105*,66.02,1,12,6,West Indies
DJG Sammy,2004-2014,111,92,28,1550,84,101.43,0,7,4,West Indies
RS Morton,2002-2010,56,51,6,1519,110*,66.36,2,10,7,West Indies
HA Gomes,1978-1987,83,64,15,1415,101,54.88,1,6,5,West Indies
D Ramdin,2005-2014,109,81,20,1321,128,77.56,1,3,2,West Indies
DR Smith,2004-2014,91,75,5,1195,68,93.87,0,6,11,West Indies
DS Smith,2003-2013,47,45,2,1059,107,70.31,1,5,4,West Indies
MD Marshall,1980-1992,136,83,19,955,66,76.64,0,2,5,West Indies
J Charles,2012-2014,30,30,0,869,130,80.46,2,2,5,West Indies
RA Harper,1983-1996,105,73,20,855,45*,73.58,0,0,5,West Indies
D Ganga,1999-2006,35,34,1,843,71,59.61,0,9,5,West Indies
AI Kallicharran,1973-1981,31,28,4,826,78,62.15,0,6,0,West Indies
KOA Powell,2009-2014,28,28,0,772,83,81,0,7,2,West Indies
PA Wallace,1991-2000,33,33,0,701,103,60.9,1,2,4,West Indies
JR Murray,1992-1999,55,36,6,678,86,72.98,0,5,4,West Indies
AD Russell,2011-2014,35,28,6,666,92*,119.78,0,3,3,West Indies
CEL Ambrose,1988-2000,176,96,36,639,31*,64.87,0,0,13,West Indies
N Deonarine,2005-2014,29,27,3,629,65*,68.96,0,4,0,West Indies
SFAF Bacchus,1978-1983,29,26,3,612,80*,65.94,0,3,2,West Indies
RIC Holder,1993-1997,37,31,6,599,65,68.37,0,2,4,West Indies
CS Baugh,2003-2012,47,35,11,482,49,67.03,0,0,2,West Indies
CA Best,1986-1992,24,23,4,473,100,68.55,1,2,2,West Indies
AC Cummins,1991-1995,63,41,11,459,44*,83.3,0,0,3,West Indies
CO Browne,1995-2005,46,32,8,415,46*,70.33,0,0,3,West Indies
IR Bishop,1988-1997,84,44,19,405,33*,52.19,0,0,3,West Indies
AB Barath,2010-2012,14,14,1,394,113,64.37,1,1,2,West Indies
XM Marshall,2005-2009,24,24,3,375,157*,68.8,1,0,5,West Indies
S Chattergoon,2006-2009,18,17,2,370,54*,60.16,0,2,2,West Indies
CB Lambert,1990-1998,11,11,0,368,119,80.7,1,2,1,West Indies
R Rampaul,2003-2014,85,37,9,343,86*,75.55,0,1,3,West Indies
KA Edwards,2011-2014,14,14,2,321,123*,70.39,1,0,2,West Indies
CA Walsh,1985-2000,205,79,33,321,30,71.17,0,0,11,West Indies
NAM McLean,1996-2003,45,34,8,314,50*,81.98,0,1,7,West Indies
RC Fredericks,1973-1977,12,12,0,311,105,70.68,1,1,0,West Indies
WKM Benjamin,1986-1995,85,52,12,298,31,73.39,0,0,10,West Indies
DL Murray,1973-1980,26,17,5,294,61*,62.82,0,2,0,West Indies
RN Lewis,1997-2009,28,21,5,291,49,79.29,0,0,1,West Indies
IDR Bradshaw,2004-2007,62,34,11,287,37,59.79,0,0,6,West Indies
MA Holding,1976-1987,102,42,11,282,64,74.8,0,2,9,West Indies
CL King,1976-1980,18,14,2,280,86,104.86,0,1,2,West Indies
SP Narine,2011-2014,49,32,6,272,36,78.61,0,0,6,West Indies
NO Miller,2008-2014,45,26,12,264,51,83.01,0,1,4,West Indies
ADS Fletcher,2008-2010,15,15,0,256,54,70.13,0,2,2,West Indies
J Garner,1977-1987,98,41,15,239,37,66.38,0,0,5,West Indies
DC Thomas,2009-2013,21,19,2,238,37,65.38,0,0,3,West Indies
AME Roberts,1975-1983,56,32,9,231,37*,64.7,0,0,3,West Indies
TM Dowlin,2009-2010,11,11,2,228,100*,65.51,1,1,2,West Indies
M Dillon,1997-2005,108,51,20,227,21*,55.23,0,0,9,West Indies
FA Rose,1997-2000,27,23,5,217,30,81.88,0,0,2,West Indies
KAJ Roach,2008-2013,61,41,25,216,34,52.17,0,0,6,West Indies
NO Perry,1999-2000,21,16,8,212,52*,62.35,0,1,2,West Indies
JE Taylor,2003-2010,66,30,7,204,43*,89.86,0,0,4,West Indies
EAE Baptiste,1983-1990,43,16,4,184,31,76.34,0,0,0,West Indies
DM Richards,2009-2010,8,7,0,179,59,71.31,0,2,0,West Indies
RS Gabriel,1984-1984,11,11,0,167,41,46.38,0,0,2,West Indies
RB Kanhai,1973-1975,7,5,2,164,55,60.07,0,2,0,West Indies
MV Nagamootoo,2000-2002,24,18,6,162,33,60,0,0,1,West Indies
SC Joseph,2000-2005,13,11,1,161,58,53.31,0,1,2,West Indies
D Williams,1988-1997,36,23,7,147,32*,60.74,0,0,4,West Indies
SE Findlay,2008-2009,9,8,1,146,59*,75.25,0,1,0,West Indies
DE Bernard,2003-2010,20,12,2,141,38,64.38,0,0,1,West Indies
OD Gibson,1995-1997,15,11,1,141,52,102.17,0,1,1,West Indies
LG Rowe,1975-1980,11,8,0,136,60,55.73,0,1,0,West Indies
PA Browne,2008-2008,5,5,1,134,49*,74.86,0,0,0,West Indies
TRO Payne,1984-1987,7,4,0,126,60,52.5,0,1,0,West Indies
LR Williams,1996-2001,15,13,2,124,41,66.66,0,0,2,West Indies
BA Parchment,2007-2008,7,7,0,122,48,56.22,0,0,0,West Indies
DBL Powell,2002-2009,55,25,3,118,48*,71.95,0,0,8,West Indies
FL Reifer,1997-2009,8,8,0,117,40,51.09,0,0,0,West Indies
DP Hyatt,2011-2011,9,9,1,112,39,59.57,0,0,1,West Indies
SJ Benn,2008-2011,25,16,2,109,31,72.18,0,0,3,West Indies
CD Collymore,1999-2007,84,35,17,104,13*,39.84,0,0,8,West Indies
BP Nash,2008-2009,9,7,3,104,39*,73.75,0,0,0,West Indies
RO Hinds,2001-2004,14,9,3,101,18*,59.41,0,0,0,West Indies
LV Garrick,2001-2001,3,3,0,99,76,48.52,0,1,0,West Indies
AFG Griffith,1996-2000,9,8,1,99,47,55.93,0,0,0,West Indies
VC Drakes,1995-2004,34,17,5,94,25,54.02,0,0,2,West Indies
BD Julien,1973-1977,12,8,2,86,26*,58.1,0,0,1,West Indies
EH Mattis,1981-1981,2,2,0,86,62,45.26,0,1,0,West Indies
OAC Banks,2003-2005,5,5,0,83,33,55.7,0,0,0,West Indies
LR Johnson,2008-2008,3,3,0,79,51,69.29,0,1,0,West Indies
TL Best,2004-2014,26,16,8,76,24,60.8,0,0,1,West Indies
FH Edwards,2003-2009,50,22,14,73,13,45.62,0,0,2,West Indies
JO Holder,2013-2014,17,8,2,68,19*,66.66,0,0,2,West Indies
KCG Benjamin,1992-1996,26,13,7,65,17,81.25,0,0,1,West Indies
RD King,1998-2005,50,23,14,65,12*,32.01,0,0,5,West Indies
VA Holder,1973-1978,12,6,1,64,30,75.29,0,0,1,West Indies
KF Semple,1999-1999,7,6,0,64,23,38.78,0,0,0,West Indies
CE Cuffy,1994-2002,41,22,8,62,17*,49.6,0,0,5,West Indies
DR Parry,1978-1980,6,5,1,61,32,79.22,0,0,0,West Indies
ST Clarke,1978-1982,10,8,2,60,20,103.44,0,0,1,West Indies
NC McGarrell,1998-2001,17,10,2,60,19,61.22,0,0,2,West Indies
KD Boyce,1973-1975,8,4,0,57,34,74.02,0,0,0,West Indies
RG Samuels,1996-1997,8,5,2,54,36*,85.71,0,0,0,West Indies
AH Gray,1985-1991,25,11,5,51,10*,66.23,0,0,1,West Indies
WW Daniel,1978-1984,18,5,4,49,16*,87.5,0,0,0,West Indies
DA Murray,1973-1981,10,7,2,45,35,32.14,0,0,1,West Indies
BP Patterson,1986-1993,59,20,15,44,13*,43.56,0,0,1,West Indies
HR Bryan,1999-1999,15,8,2,43,11,60.56,0,0,1,West Indies
PT Collins,1999-2005,30,12,5,30,10*,60,0,0,2,West Indies
IT Shillingford,1978-1978,2,2,0,30,24,78.94,0,0,0,West Indies
WW Davis,1983-1988,35,5,3,28,10,52.83,0,0,0,West Indies
RC Haynes,1989-1991,8,6,1,26,18,39.39,0,0,2,West Indies
DK Butler,2005-2006,5,4,3,25,13*,73.52,0,0,0,West Indies
MLC Foster,1973-1973,2,1,0,25,25,40.32,0,0,0,West Indies
HAG Anthony,1995-1995,3,3,0,23,21,104.54,0,0,1,West Indies
AE Greenidge,1978-1978,1,1,0,23,23,69.69,0,0,0,West Indies
S Shivnarine,1978-1978,1,1,1,20,20*,46.51,0,0,0,West Indies
RGA Headley,1973-1973,1,1,0,19,19,46.34,0,0,0,West Indies
CEH Croft,1977-1981,19,6,4,18,8,47.36,0,0,0,West Indies
JJC Lawson,2001-2005,13,5,2,18,8,112.5,0,0,0,West Indies
KCB Jeremy,2000-2001,6,4,2,17,8*,40.47,0,0,1,West Indies
CAK Walton,2009-2014,5,4,0,17,17,56.66,0,0,3,West Indies
LS Baker,2008-2009,10,4,2,13,11*,56.52,0,0,1,West Indies
RR Emrit,2007-2007,2,2,1,13,13,37.14,0,0,0,West Indies
RO Hurley,2003-2004,9,4,0,13,6,40.62,0,0,1,West Indies
CR Brathwaite,2011-2011,1,1,0,11,11,55,0,0,0,West Indies
V Permaul,2012-2013,6,3,1,11,10,52.38,0,0,0,West Indies
D Bishoo,2011-2011,13,7,2,10,6*,38.46,0,0,4,West Indies
D Brown,2001-2002,3,2,1,10,9,50,0,0,0,West Indies
A Martin,2011-2011,9,6,5,10,4*,34.48,0,0,0,West Indies
GC Tonge,2009-2009,5,4,2,10,5,62.5,0,0,0,West Indies
RA Austin,1978-1978,1,1,0,8,8,61.53,0,0,0,West Indies
BS Browne,1994-1994,4,3,2,8,8*,33.33,0,0,1,West Indies
R Dhanraj,1994-1995,6,2,1,8,8,25,0,0,0,West Indies
EA Moseley,1990-1991,9,6,2,7,2*,46.66,0,0,2,West Indies
RT Crandon,2009-2009,1,1,0,5,5,55.55,0,0,0,West Indies
D Ramnarine,1997-2001,4,3,0,5,2,38.46,0,0,0,West Indies
MI Black,2001-2001,5,2,0,4,4,28.57,0,0,1,West Indies
CEL Stuart,2001-2001,5,1,1,3,3*,23.07,0,0,0,West Indies
JN Mohammed,2011-2011,1,1,0,2,2,9.52,0,0,0,West Indies
MR Pydanna,1980-1983,3,1,1,2,2*,66.66,0,0,0,West Indies
ACL Richards,2007-2007,1,1,0,2,2,100,0,0,0,West Indies
PIC Thompson,1997-1997,2,1,0,2,2,28.57,0,0,0,West Indies
RR Ramdass,2005-2005,1,1,0,1,1,11.11,0,0,0,West Indies
LR Gibbs,1973-1975,3,1,1,0,0*,0,0,0,0,West Indies
D Mohammed,2006-2008,7,1,1,0,0*,0,0,0,0,West Indies
NT Pascal,2009-2009,1,1,0,0,0,0,0,0,1,West Indies
N Phillip,1978-1978,1,1,0,0,0,0,0,0,1,West Indies
GS Sobers,1973-1973,1,1,0,0,0,0,0,0,1,West Indies
ML Cummins,2014-2014,1,0,0,0,0,0,0,0,0,West Indies
MA Small,1984-1984,2,0,0,0,0,0,0,0,0,West Indies
CM Tuckett,1998-1998,1,0,0,0,0,0,0,0,0,West Indies
